,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
453577,user_1577,headstock is asymmetrical and more ornate and comes to a slight point on right side,3WLEIWSYHQASW9Z4IHMRFFG38C1H2R,138.0,9c399ebc617349dcd016bd20f13ab302,guitar,ShapeNet,3621933462e7962af4493a5b80949ad1,guitar,ShapeNet,False,guitar/ShapeNet/3621933462e7962af4493a5b80949ad1,guitar/ShapeNet/9c399ebc617349dcd016bd20f13ab302,False,guitar,guitar,3,"['headstock', 'is', 'asymmetrical', 'and', 'more', 'ornate', 'and', 'comes', 'to', 'a', 'slight', 'point', 'on', 'right', 'side']",15,headstock is asymmetrical and more ornate and comes to a slight point on right side,train,train,train,train,"[1, 3882, 7, 1101, 47, 34, 191, 47, 88, 58, 26, 160, 412, 20, 118, 22, 2, 0]",head
453580,user_354,It does not have any knobs on its body,3OVHNO1VE8U1Q4XELSCFB5BC1TBZDC,33.0,b0f553ef37dc1248a97512d711172fa6,guitar,ShapeNet,60a67f8aaac90a5543e09a26d3027978,guitar,ShapeNet,False,guitar/ShapeNet/60a67f8aaac90a5543e09a26d3027978,guitar/ShapeNet/b0f553ef37dc1248a97512d711172fa6,False,guitar,guitar,3,"['it', 'does', 'not', 'have', 'any', 'knobs', 'on', 'its', 'body']",9,it does not have any knobs on its body,train,train,train,train,"[1, 23, 39, 40, 84, 278, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
453581,user_1577,has two cutouts in the headstock,3IUZPWIU1Q05AFYJ2MEVGECK4YBWKZ,143.0,b0f553ef37dc1248a97512d711172fa6,guitar,ShapeNet,60a67f8aaac90a5543e09a26d3027978,guitar,ShapeNet,False,guitar/ShapeNet/60a67f8aaac90a5543e09a26d3027978,guitar/ShapeNet/b0f553ef37dc1248a97512d711172fa6,False,guitar,guitar,3,"['has', 'two', 'cutouts', 'in', 'the', 'headstock']",6,has two cutouts in the headstock,train,train,train,train,"[1, 24, 17, 1488, 90, 10, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453582,user_1577,headstock does not split into a v,3R0T90IZ1U5RUVWVV4TF6SDO52ZCGS,125.0,bccc58865720ad5082b2bb742a29db8,guitar,ShapeNet,9c2dd87f9fa0614466c0cc72d086c581,guitar,ShapeNet,False,guitar/ShapeNet/9c2dd87f9fa0614466c0cc72d086c581,guitar/ShapeNet/bccc58865720ad5082b2bb742a29db8,False,guitar,guitar,3,"['headstock', 'does', 'not', 'split', 'into', 'a', 'v']",7,headstock does not split into a v,train,train,train,train,"[1, 3882, 39, 40, 1269, 148, 26, 384, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453584,user_1598,The target's body is less symmetrical.,3TYCR1GOTECKOGL6Y9A3UIJHAZGLZB,111.0,e530bbce9716bf95bc4ac3caf16ef65,guitar,ShapeNet,5c570a10f35716bcaff103adc6dea0b0,guitar,ShapeNet,False,guitar/ShapeNet/5c570a10f35716bcaff103adc6dea0b0,guitar/ShapeNet/e530bbce9716bf95bc4ac3caf16ef65,True,guitar,guitar,3,"['the', 'target', ""'s"", 'body', 'is', 'less', 'symmetrical']",7,the target 's body is less symmetrical,test,train,test,train,"[1, 10, 11, 12, 45, 7, 229, 489, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453585,user_2001,It has a deeper body,3UOUJI6MTF7Y2B8L65EJOKZPFQIUXO,41.0,e530bbce9716bf95bc4ac3caf16ef65,guitar,ShapeNet,5c570a10f35716bcaff103adc6dea0b0,guitar,ShapeNet,False,guitar/ShapeNet/5c570a10f35716bcaff103adc6dea0b0,guitar/ShapeNet/e530bbce9716bf95bc4ac3caf16ef65,True,guitar,guitar,3,"['it', 'has', 'a', 'deep', '-er', 'body']",6,it has a deep -er body,test,train,test,train,"[1, 23, 24, 26, 573, 9, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453590,user_354,It has multiple knobs on the right side of its body,3WT783CTPDAV3EOKFI115HMRPOXBCY,64.0,16d9563fe86318cdac496d9f900602fe,guitar,ShapeNet,dc623742d6d1518e19959b248340fafd,guitar,ShapeNet,False,guitar/ShapeNet/dc623742d6d1518e19959b248340fafd,guitar/ShapeNet/16d9563fe86318cdac496d9f900602fe,False,guitar,guitar,3,"['it', 'has', 'multiple', 'knobs', 'on', 'the', 'right', 'side', 'of', 'its', 'body']",11,it has multiple knobs on the right side of its body,train,train,train,train,"[1, 23, 24, 258, 224, 20, 10, 118, 22, 38, 5, 45, 2, 0, 0, 0, 0, 0]",body
453591,user_1032,The top of the headstock has a bat shaped cutout,3GU1KF0O4KUEX3XOKNN7PHLYODIPB8,64.0,16d9563fe86318cdac496d9f900602fe,guitar,ShapeNet,dc623742d6d1518e19959b248340fafd,guitar,ShapeNet,False,guitar/ShapeNet/dc623742d6d1518e19959b248340fafd,guitar/ShapeNet/16d9563fe86318cdac496d9f900602fe,False,guitar,guitar,3,"['the', 'top', 'of', 'the', 'headstock', 'has', 'a', 'bat', 'shaped', 'cutout']",10,the top of the headstock has a bat shaped cutout,train,train,train,train,"[1, 10, 99, 38, 10, 3882, 24, 26, 1454, 14, 433, 2, 0, 0, 0, 0, 0, 0]",head
453592,user_920,The bottom of the target's body has two rounded points.,3018Q3ZVOKJUQ68BR1R0Z1177OCRAK,51.0,d50c76c0adf8b657f6ca74c754479291,guitar,ShapeNet,a1eeab052ed7be831082f2ea630bf69e,guitar,ShapeNet,False,guitar/ShapeNet/a1eeab052ed7be831082f2ea630bf69e,guitar/ShapeNet/d50c76c0adf8b657f6ca74c754479291,False,guitar,guitar,3,"['the', 'bottom', 'of', 'the', 'target', ""'s"", 'body', 'has', 'two', 'rounded', 'points']",11,the bottom of the target 's body has two rounded points,train,train,train,train,"[1, 10, 76, 38, 10, 11, 12, 45, 24, 17, 48, 298, 2, 0, 0, 0, 0, 0]",body
453598,user_156,Its bridge pins are all on the left side of its headstock.,34FNN24DCO26H18GA0SDZMEIIHHY5I,66.0,2295ad16efd16ef5fd5758ca36056ece,guitar,ShapeNet,8ba739111f5e7c50373ab6cb5c0c1bf6,guitar,ShapeNet,False,guitar/ShapeNet/8ba739111f5e7c50373ab6cb5c0c1bf6,guitar/ShapeNet/2295ad16efd16ef5fd5758ca36056ece,True,guitar,guitar,3,"['its', 'bridge', 'pins', 'are', 'all', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",12,its bridge pins are all on the left side of its headstock,train,train,train,train,"[1, 5, 3017, 2791, 16, 367, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0, 0]",head
453599,user_354,The top of its headstock is circular,3ITXP059PYCHSEBS0W4IIA9MJW4SJ6,56.0,2295ad16efd16ef5fd5758ca36056ece,guitar,ShapeNet,8ba739111f5e7c50373ab6cb5c0c1bf6,guitar,ShapeNet,False,guitar/ShapeNet/8ba739111f5e7c50373ab6cb5c0c1bf6,guitar/ShapeNet/2295ad16efd16ef5fd5758ca36056ece,True,guitar,guitar,3,"['the', 'top', 'of', 'its', 'headstock', 'is', 'circular']",7,the top of its headstock is circular,train,train,train,train,"[1, 10, 99, 38, 5, 3882, 7, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453601,user_1143,The target has 4 tuning heads,31Z0PCVWUM8PNJN5ONKBPP0ZUKLT7S,62.0,5ed99a0b793e1f5ee52744498b9b3051,guitar,ShapeNet,46354939c9eb3e20d7dd3e22ab50af23,guitar,ShapeNet,False,guitar/ShapeNet/46354939c9eb3e20d7dd3e22ab50af23,guitar/ShapeNet/5ed99a0b793e1f5ee52744498b9b3051,False,guitar,guitar,3,"['the', 'target', 'has', 'four', 'tuning', 'heads']",6,the target has four tuning heads,train,train,train,train,"[1, 10, 11, 24, 322, 3883, 473, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453602,user_156,Its body is symmetrical in shape.,3X3OR7WPZ1T54KKJPJAQHYMDBAG8L4,31.0,4614d233c54498408f3f9a4bccfe246c,guitar,ShapeNet,b6d2d35747549a5b93f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/b6d2d35747549a5b93f0194265a9746c,guitar/ShapeNet/4614d233c54498408f3f9a4bccfe246c,False,guitar,guitar,3,"['its', 'body', 'is', 'symmetrical', 'in', 'shape']",6,its body is symmetrical in shape,train,train,train,train,"[1, 5, 45, 7, 489, 90, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453604,user_1529,The tuning pegs don't stick out as far from the head.,3E1QT0TDFR23EJCD4GDDPIULULDI8L,1568.0,d2ad57f36e00c602baba3b7560fe62f4,guitar,ShapeNet,29a402726ae7c4ebd440718bd2c795cf,guitar,ShapeNet,False,guitar/ShapeNet/29a402726ae7c4ebd440718bd2c795cf,guitar/ShapeNet/d2ad57f36e00c602baba3b7560fe62f4,True,guitar,guitar,3,"['the', 'tuning', 'pegs', 'do', 'not', 'stick', 'out', 'as', 'far', 'from', 'the', 'head']",12,the tuning pegs do not stick out as far from the head,train,train,train,train,"[1, 10, 3883, 2023, 338, 40, 339, 89, 52, 78, 113, 10, 107, 2, 0, 0, 0, 0]",head
453607,user_1143,The target has larger tuning heads,36AHBNMV1T51LEN9P6AWXY2AVX6YDF,52.0,b58fa1227a9dba7941e721059b25b8b8,guitar,ShapeNet,30a1f256b5b691f09540ada8114b63aa,guitar,ShapeNet,False,guitar/ShapeNet/30a1f256b5b691f09540ada8114b63aa,guitar/ShapeNet/b58fa1227a9dba7941e721059b25b8b8,False,guitar,guitar,3,"['the', 'target', 'has', 'large', '-er', 'tuning', 'heads']",7,the target has large -er tuning heads,train,train,train,train,"[1, 10, 11, 24, 94, 9, 3883, 473, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453608,user_156,It has four tuning keys on its head.,3TUI152ZZDGYKHGBI397JAYZ7PG1QF,34.0,16afb97fe3882483cf45555a18e7351a,guitar,ShapeNet,feab270427cee00a24eeca91f583600,guitar,ShapeNet,False,guitar/ShapeNet/feab270427cee00a24eeca91f583600,guitar/ShapeNet/16afb97fe3882483cf45555a18e7351a,False,guitar,guitar,3,"['it', 'has', 'four', 'tuning', 'keys', 'on', 'its', 'head']",8,it has four tuning keys on its head,train,train,train,train,"[1, 23, 24, 322, 3883, 3177, 20, 5, 107, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
453609,user_920,The top of the target's headstock is uneven.,3DIP6YHAPELRYEAR8XNM43WT2UEE8K,114.0,16afb97fe3882483cf45555a18e7351a,guitar,ShapeNet,feab270427cee00a24eeca91f583600,guitar,ShapeNet,False,guitar/ShapeNet/feab270427cee00a24eeca91f583600,guitar/ShapeNet/16afb97fe3882483cf45555a18e7351a,False,guitar,guitar,3,"['the', 'top', 'of', 'the', 'target', ""'s"", 'headstock', 'is', 'uneven']",9,the top of the target 's headstock is uneven,train,train,train,train,"[1, 10, 99, 38, 10, 11, 12, 3882, 7, 1199, 2, 0, 0, 0, 0, 0, 0, 0]",head
453610,user_354,The knobs on its body are more vertically aligned,3O7L7BFSHGIKNKM4HJZDHSQ753CIEF,52.0,bd6057c7ac1ef31193f0194265a9746c,guitar,ShapeNet,71574955078e0e6191437d7de92c7dd7,guitar,ShapeNet,False,guitar/ShapeNet/71574955078e0e6191437d7de92c7dd7,guitar/ShapeNet/bd6057c7ac1ef31193f0194265a9746c,True,guitar,guitar,3,"['the', 'knobs', 'on', 'its', 'body', 'are', 'more', 'vertically', 'aligned']",9,the knobs on its body are more vertically aligned,train,train,train,train,"[1, 10, 224, 20, 5, 45, 16, 34, 385, 3012, 2, 0, 0, 0, 0, 0, 0, 0]",body
453613,user_354,It has a switch on the top right corner of its body,36PW28KO41P5H2365V700U2OSNTAE9,55.0,83e4f00f3c5b50ceb470346f25b26583,guitar,ShapeNet,fa6e4f4c21032d4befe0d4e1eba2e3af,guitar,ShapeNet,False,guitar/ShapeNet/fa6e4f4c21032d4befe0d4e1eba2e3af,guitar/ShapeNet/83e4f00f3c5b50ceb470346f25b26583,True,guitar,guitar,3,"['it', 'has', 'a', 'switch', 'on', 'the', 'top', 'right', 'corner', 'of', 'its', 'body']",12,it has a switch on the top right corner of its body,train,train,train,train,"[1, 23, 24, 26, 64, 20, 10, 99, 118, 1109, 38, 5, 45, 2, 0, 0, 0, 0]",body
453614,user_677,The top of the head is flat,3XM0HYN6NMSC4698UEPXQPRJRM6EPW,57.0,aed378fa2803c946dede9e8b66028607,guitar,ShapeNet,a19b20b4ec66e57d6ee1932063f20d95,guitar,ShapeNet,False,guitar/ShapeNet/a19b20b4ec66e57d6ee1932063f20d95,guitar/ShapeNet/aed378fa2803c946dede9e8b66028607,True,guitar,guitar,3,"['the', 'top', 'of', 'the', 'head', 'is', 'flat']",7,the top of the head is flat,train,train,train,train,"[1, 10, 99, 38, 10, 107, 7, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453615,user_1143,The target has a flat top to it's head,3OWEPKL08B5RS6ILRRYZGQU75MD7NN,41.0,aed378fa2803c946dede9e8b66028607,guitar,ShapeNet,a19b20b4ec66e57d6ee1932063f20d95,guitar,ShapeNet,False,guitar/ShapeNet/a19b20b4ec66e57d6ee1932063f20d95,guitar/ShapeNet/aed378fa2803c946dede9e8b66028607,True,guitar,guitar,3,"['the', 'target', 'has', 'a', 'flat', 'top', 'to', 'it', 'is', 'head']",10,the target has a flat top to it is head,train,train,train,train,"[1, 10, 11, 24, 26, 129, 99, 58, 23, 7, 107, 2, 0, 0, 0, 0, 0, 0]",head
453617,user_1740,Its body shape is more asymmetrical.,3WZ36BJEV59CPVQV14WRURMVD91BTJ,65.0,b427af4fcda02cf61a2c693bb85517c2,guitar,ShapeNet,7eac9185f94e7be35fd682b25025f90d,guitar,ShapeNet,False,guitar/ShapeNet/7eac9185f94e7be35fd682b25025f90d,guitar/ShapeNet/b427af4fcda02cf61a2c693bb85517c2,False,guitar,guitar,3,"['its', 'body', 'shape', 'is', 'more', 'asymmetrical']",6,its body shape is more asymmetrical,train,train,train,train,"[1, 5, 45, 93, 7, 34, 1101, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453620,user_354,Its lowest knob is closer to the bottom of its head,34S6N1K2ZXCYXVLCSN4WUBFCE81HLH,89.0,b928ffa886500109e391f0d9f72fb31f,guitar,ShapeNet,8dd7df733a5ba17acae98171fea031ef,guitar,ShapeNet,False,guitar/ShapeNet/8dd7df733a5ba17acae98171fea031ef,guitar/ShapeNet/b928ffa886500109e391f0d9f72fb31f,False,guitar,guitar,3,"['its', 'low', '-est', 'knob', 'is', 'close', '-er', 'to', 'the', 'bottom', 'of', 'its', 'head']",13,its low -est knob is close -er to the bottom of its head,train,train,train,train,"[1, 5, 345, 531, 141, 7, 1025, 9, 58, 10, 76, 38, 5, 107, 2, 0, 0, 0]",head
453621,user_1644,The neck is thinner.,38JBBYETQQ3QFDNPWUX9NRGO08BE46,86.0,b928ffa886500109e391f0d9f72fb31f,guitar,ShapeNet,8dd7df733a5ba17acae98171fea031ef,guitar,ShapeNet,False,guitar/ShapeNet/8dd7df733a5ba17acae98171fea031ef,guitar/ShapeNet/b928ffa886500109e391f0d9f72fb31f,False,guitar,guitar,3,"['the', 'neck', 'is', 'thin', '-er']",5,the neck is thin -er,train,train,train,train,"[1, 10, 509, 7, 60, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
453622,user_156,It has six holes in its headstock.,37UQDCYH6ZO40BRUTIKQQ7OKR687VV,29.0,408a8e1b51266b9ccc34b900bb2492e,guitar,ShapeNet,f440f59916c2ed897b076baeaedfec9b,guitar,ShapeNet,False,guitar/ShapeNet/f440f59916c2ed897b076baeaedfec9b,guitar/ShapeNet/408a8e1b51266b9ccc34b900bb2492e,False,guitar,guitar,3,"['it', 'has', 'six', 'holes', 'in', 'its', 'headstock']",7,it has six holes in its headstock,train,train,train,train,"[1, 23, 24, 553, 234, 90, 5, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453628,user_156,It has two pickups on its body.,39DD6S19JR46IABEHNNZHNTX117EZ7,37.0,19edd59f5ac0f3c7972b486a47e2bd46,guitar,ShapeNet,71574955078e0e6191437d7de92c7dd7,guitar,ShapeNet,False,guitar/ShapeNet/71574955078e0e6191437d7de92c7dd7,guitar/ShapeNet/19edd59f5ac0f3c7972b486a47e2bd46,False,guitar,guitar,3,"['it', 'has', 'two', 'pickups', 'on', 'its', 'body']",7,it has two pickups on its body,train,train,train,train,"[1, 23, 24, 17, 3878, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453630,user_1598,The target's neck is shorter.,32XVDSJFP1QEON0F9E247KOZPW5M26,158.0,a19b20b4ec66e57d6ee1932063f20d95,guitar,ShapeNet,69721c66520226b3f435ae560621097c,guitar,ShapeNet,False,guitar/ShapeNet/69721c66520226b3f435ae560621097c,guitar/ShapeNet/a19b20b4ec66e57d6ee1932063f20d95,True,guitar,guitar,3,"['the', 'target', ""'s"", 'neck', 'is', 'short', '-er']",7,the target 's neck is short -er,test,train,test,train,"[1, 10, 11, 12, 509, 7, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
453631,user_2001,It has a wider headstock,3B2X28YI3Y86NXFJ5ROYJHUHT1CB6U,39.0,a19b20b4ec66e57d6ee1932063f20d95,guitar,ShapeNet,69721c66520226b3f435ae560621097c,guitar,ShapeNet,False,guitar/ShapeNet/69721c66520226b3f435ae560621097c,guitar/ShapeNet/a19b20b4ec66e57d6ee1932063f20d95,True,guitar,guitar,3,"['it', 'has', 'a', 'wide', '-er', 'headstock']",6,it has a wide -er headstock,test,train,test,train,"[1, 23, 24, 26, 83, 9, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453632,user_65,The headstock is symmetrical,31IBVUNM9USHF460B1I2EZ11PRGVF6,60.0,e709e622fb4f54546d9376f644442e99,guitar,ShapeNet,71139bd2ff6c4257280ec2e5049bb369,guitar,ShapeNet,False,guitar/ShapeNet/71139bd2ff6c4257280ec2e5049bb369,guitar/ShapeNet/e709e622fb4f54546d9376f644442e99,True,guitar,guitar,3,"['the', 'headstock', 'is', 'symmetrical']",4,the headstock is symmetrical,train,train,train,train,"[1, 10, 3882, 7, 489, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
453633,user_354,It has multiple pickups on its body,3OB0CAO74JIIXUSBB2TMOJH8NTBYH8,45.0,e709e622fb4f54546d9376f644442e99,guitar,ShapeNet,71139bd2ff6c4257280ec2e5049bb369,guitar,ShapeNet,False,guitar/ShapeNet/71139bd2ff6c4257280ec2e5049bb369,guitar/ShapeNet/e709e622fb4f54546d9376f644442e99,True,guitar,guitar,3,"['it', 'has', 'multiple', 'pickups', 'on', 'its', 'body']",7,it has multiple pickups on its body,train,train,train,train,"[1, 23, 24, 258, 3878, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453634,user_920,The target has a video game controller in the body.,30IQTZXKAMZIMPW58Y0ZZDBIZB3X0X,69.0,dc623742d6d1518e19959b248340fafd,guitar,ShapeNet,8402cf0cbb6dfc92b5b477b4ad381f9,guitar,ShapeNet,False,guitar/ShapeNet/8402cf0cbb6dfc92b5b477b4ad381f9,guitar/ShapeNet/dc623742d6d1518e19959b248340fafd,False,guitar,guitar,3,"['the', 'target', 'has', 'a', 'video', 'game', 'controller', 'in', 'the', 'body']",10,the target has a video game controller in the body,train,train,train,train,"[1, 10, 11, 24, 26, 3265, 3266, 3913, 90, 10, 45, 2, 0, 0, 0, 0, 0, 0]",body
453635,user_1577,there are no knobs on guitar body,3OUYGIZWR9RDDGUEM7QI50PFX5MP0F,96.0,dc623742d6d1518e19959b248340fafd,guitar,ShapeNet,8402cf0cbb6dfc92b5b477b4ad381f9,guitar,ShapeNet,False,guitar/ShapeNet/8402cf0cbb6dfc92b5b477b4ad381f9,guitar/ShapeNet/dc623742d6d1518e19959b248340fafd,False,guitar,guitar,3,"['there', 'are', 'no', 'knobs', 'on', 'guitar', 'body']",7,there are no knobs on guitar body,train,train,train,train,"[1, 15, 16, 123, 224, 20, 757, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453641,user_1644,The neck is longer.,3WT783CTPDAV3EOKFI115HMRP5UBCT,22.0,ed2823c4896d692ed5ab54dd668fd99d,guitar,ShapeNet,af69a061bed20d8a2ccb8d77f3823711,guitar,ShapeNet,False,guitar/ShapeNet/af69a061bed20d8a2ccb8d77f3823711,guitar/ShapeNet/ed2823c4896d692ed5ab54dd668fd99d,False,guitar,guitar,3,"['the', 'neck', 'is', 'long', '-er']",5,the neck is long -er,train,train,train,train,"[1, 10, 509, 7, 32, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
453644,user_354,Its bridge is located lower on its body,3G2UL9A02F7JLLCTSACIEF8LAOX766,45.0,437b134bcf55f69e9c66a84603388766,guitar,ShapeNet,4ae5a491c3ffb473462c6cdd250c26bb,guitar,ShapeNet,False,guitar/ShapeNet/4ae5a491c3ffb473462c6cdd250c26bb,guitar/ShapeNet/437b134bcf55f69e9c66a84603388766,True,guitar,guitar,3,"['its', 'bridge', 'is', 'located', 'low', '-er', 'on', 'its', 'body']",9,its bridge is located low -er on its body,train,train,train,train,"[1, 5, 3017, 7, 251, 345, 9, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
453652,user_354,Its headstock has jagged edges at the top,3U088ZLJVMM3XPRFYT4DXUXBQCH0WX,54.0,15222c5926c7058cc6df7dab8e567ef6,guitar,ShapeNet,68a8bf89972cd337a77e8142614cdaae,guitar,ShapeNet,False,guitar/ShapeNet/68a8bf89972cd337a77e8142614cdaae,guitar/ShapeNet/15222c5926c7058cc6df7dab8e567ef6,False,guitar,guitar,3,"['its', 'headstock', 'has', 'jagged', 'edges', 'at', 'the', 'top']",8,its headstock has jagged edges at the top,train,train,train,train,"[1, 5, 3882, 24, 1427, 325, 98, 10, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0]",head
453653,user_1088,There are only two knobs on the body,3IQ1VMJRYVDOM6CPXKRE8G1D13TA95,332.0,15222c5926c7058cc6df7dab8e567ef6,guitar,ShapeNet,68a8bf89972cd337a77e8142614cdaae,guitar,ShapeNet,False,guitar/ShapeNet/68a8bf89972cd337a77e8142614cdaae,guitar/ShapeNet/15222c5926c7058cc6df7dab8e567ef6,False,guitar,guitar,3,"['there', 'are', 'only', 'two', 'knobs', 'on', 'the', 'body']",8,there are only two knobs on the body,train,train,train,train,"[1, 15, 16, 133, 17, 224, 20, 10, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
453654,user_354,The top of its headstock is flatter in design,3IAEQB9FMGDXW9S9A5S8C1HUKS1WDF,46.0,30a1f256b5b691f09540ada8114b63aa,guitar,ShapeNet,feaacb1b8c140e5ff962b6de585c4677,guitar,ShapeNet,False,guitar/ShapeNet/feaacb1b8c140e5ff962b6de585c4677,guitar/ShapeNet/30a1f256b5b691f09540ada8114b63aa,True,guitar,guitar,3,"['the', 'top', 'of', 'its', 'headstock', 'is', 'flat', '-er', 'in', 'design']",10,the top of its headstock is flat -er in design,train,train,train,train,"[1, 10, 99, 38, 5, 3882, 7, 129, 9, 90, 192, 2, 0, 0, 0, 0, 0, 0]",head
453658,user_354,Its body has more jagged edges,30BXRYBRP6QE8PXBW1BY3MWSCHMWHA,72.0,2be11b43e7a24b4a13dd57bbc3e006f9,guitar,ShapeNet,68a8bf89972cd337a77e8142614cdaae,guitar,ShapeNet,False,guitar/ShapeNet/68a8bf89972cd337a77e8142614cdaae,guitar/ShapeNet/2be11b43e7a24b4a13dd57bbc3e006f9,True,guitar,guitar,3,"['its', 'body', 'has', 'more', 'jagged', 'edges']",6,its body has more jagged edges,train,train,train,train,"[1, 5, 45, 24, 34, 1427, 325, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453664,user_354,It does not have any pickups on its body,3N1FSUEFL7TLN79P0ZMPH9Y30B0D4W,178.0,32969766a65974e9e52028751701a83,guitar,ShapeNet,1e019147e99ddf90d6e28d388c951ca4,guitar,ShapeNet,False,guitar/ShapeNet/1e019147e99ddf90d6e28d388c951ca4,guitar/ShapeNet/32969766a65974e9e52028751701a83,True,guitar,guitar,3,"['it', 'does', 'not', 'have', 'any', 'pickups', 'on', 'its', 'body']",9,it does not have any pickups on its body,val,train,val,train,"[1, 23, 39, 40, 84, 278, 3878, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
453665,user_1914,"The target has three knobs, on the lower, right of the body.",3KB8R4ZV1G08KQ4PH4XKV876NUIBGT,323.0,32969766a65974e9e52028751701a83,guitar,ShapeNet,1e019147e99ddf90d6e28d388c951ca4,guitar,ShapeNet,False,guitar/ShapeNet/1e019147e99ddf90d6e28d388c951ca4,guitar/ShapeNet/32969766a65974e9e52028751701a83,True,guitar,guitar,3,"['the', 'target', 'has', 'three', 'knobs', 'on', 'the', 'low', '-er', 'right', 'of', 'the', 'body']",13,the target has three knobs on the low -er right of the body,val,train,val,train,"[1, 10, 11, 24, 80, 224, 20, 10, 345, 9, 118, 38, 10, 45, 2, 0, 0, 0]",body
453667,user_920,The target's body edges are smooth.,31HQ4X3T3U3NN4ZS3HGVYPMENLOLSG,52.0,5446e1b00632ba2186f9feebc35c79bb,guitar,ShapeNet,b928ffa886500109e391f0d9f72fb31f,guitar,ShapeNet,False,guitar/ShapeNet/b928ffa886500109e391f0d9f72fb31f,guitar/ShapeNet/5446e1b00632ba2186f9feebc35c79bb,True,guitar,guitar,3,"['the', 'target', ""'s"", 'body', 'edges', 'are', 'smooth']",7,the target 's body edges are smooth,train,train,train,train,"[1, 10, 11, 12, 45, 325, 16, 379, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
453669,user_354,The bottom of its body is more rounded in design,3L0KT67Y8G97N36RMW5LSXOAW07SYU,45.0,9bee64cbbb1061678aeceec6397860fa,guitar,ShapeNet,22033c6d7e5a90f193f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/22033c6d7e5a90f193f0194265a9746c,guitar/ShapeNet/9bee64cbbb1061678aeceec6397860fa,False,guitar,guitar,3,"['the', 'bottom', 'of', 'its', 'body', 'is', 'more', 'rounded', 'in', 'design']",10,the bottom of its body is more rounded in design,train,train,train,train,"[1, 10, 76, 38, 5, 45, 7, 34, 48, 90, 192, 2, 0, 0, 0, 0, 0, 0]",body
453672,user_354,All of its tuners are on the left side of its headstock,3VSOLARPKD2O2LD4O5C4L8N7VBY39Z,44.0,4064b0ee5430ec6baef45fef9b6cadb4,guitar,ShapeNet,16916a50a064304bf6ed0b697979412e,guitar,ShapeNet,False,guitar/ShapeNet/16916a50a064304bf6ed0b697979412e,guitar/ShapeNet/4064b0ee5430ec6baef45fef9b6cadb4,True,guitar,guitar,3,"['all', 'of', 'its', 'tuners', 'are', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",12,all of its tuners are on the left side of its headstock,train,train,train,train,"[1, 367, 38, 5, 3887, 16, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0, 0]",head
